created_at,alarm,master_value,tof_status,tof_distance,tof_index,master_value_filtered,radar_status,radar_peaks,radar_rd_1,radar_ra_1,radar_rd_2,radar_ra_2,radar_rd_3,radar_ra_3,radar_distance_max_peak,radar_amplitude_max_peak,acc_status,acc_orientation,acc_open,acc_impact,tof_nohist_stat,tof_nohist_dist,tof_hist_stat,tof_hist_dist,tof_peaks_idx,tof_peaks_num,target_value,rsrp,rsrq,metadata,acc_open_cnt,battery_voltage,internal_temperature,updated_at,sensor_id,formatted_log_date
2025-07-29 00:01,NO ALARM,878,0,878,0,878,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,878,99,0,0,0,0.020,-118,-19,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780502307\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.89,45,2025-07-29 00:01,106,2025-07-29 00:01
2025-07-29 00:02,NO ALARM,891,0,891,0,891,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,891,99,0,0,0,0.020,-117,-17,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780506709\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.95,47,2025-07-29 00:02,106,2025-07-29 00:02
2025-07-29 00:22,NO ALARM,881,0,881,0,881,1,2,946,-15,698,-4,0,0,946,-15,0,2,0,0,2,881,99,0,0,2,0.020,-118,-20,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780510401\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.97,47,2025-07-29 00:22,106,2025-07-29 00:22
2025-07-29 00:43,NO ALARM,881,0,881,0,881,1,2,692,0,1014,-1,0,0,1014,-1,0,2,0,0,2,881,99,0,0,2,0.020,-118,-17,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780514056\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.93,45,2025-07-29 00:43,106,2025-07-29 00:43
2025-07-29 01:03,NO ALARM,845,0,845,0,845,1,2,1051,-15,831,-11,0,0,1051,-15,0,2,0,0,2,845,99,0,0,2,0.020,-117,-20,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780517704\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.80,45,2025-07-29 01:03,106,2025-07-29 01:03
2025-07-29 02:00,NO ALARM,876,0,876,0,876,1,0,1051,-15,831,-11,0,0,1051,-15,0,2,0,0,2,876,99,0,0,0,0.020,-117,-16,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780521923\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.91,47,2025-07-29 02:00,106,2025-07-29 02:00
2025-07-29 03:00,NO ALARM,888,0,888,0,888,1,1,1040,-5,831,-11,0,0,831,-11,0,2,0,0,2,888,99,0,0,1,0.020,-119,-19,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780526181\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.81,44,2025-07-29 03:00,106,2025-07-29 03:00
2025-07-29 04:00,NO ALARM,837,0,837,0,837,1,0,1040,-5,831,-11,0,0,831,-11,0,2,0,0,2,837,99,0,0,0,0.020,-119,-20,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780530455\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.80,47,2025-07-29 04:00,106,2025-07-29 04:00
2025-07-29 05:00,NO ALARM,883,0,883,0,883,1,2,1003,-3,693,-9,0,0,693,-9,0,2,0,0,2,883,99,0,0,2,0.020,-120,-20,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780534779\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.99,46,2025-07-29 05:00,106,2025-07-29 05:00
2025-07-29 06:00,NO ALARM,882,0,882,0,882,1,2,679,-3,693,-9,986,-16,986,-16,0,2,0,0,2,882,99,0,0,2,0.020,-120,-19,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780539094\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.82,44,2025-07-29 06:00,106,2025-07-29 06:00
2025-07-29 07:00,NO ALARM,883,0,883,0,883,1,3,1019,0,685,-12,923,-16,923,-16,0,2,0,0,2,883,99,0,0,3,0.021,-119,-18,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780543368\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.90,45,2025-07-29 07:00,106,2025-07-29 07:00
2025-07-29 08:00,NO ALARM,850,0,850,0,850,1,1,799,-18,685,-12,923,-16,799,-18,0,2,0,0,2,850,99,0,0,1,0.048,-120,-19,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780547619\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.83,48,2025-07-29 08:00,106,2025-07-29 08:00
2025-07-29 09:00,NO ALARM,799,0,799,0,799,1,1,865,-5,685,-12,923,-16,923,-16,0,2,0,0,2,799,99,0,0,1,0.177,-118,-21,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780551907\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.99,47,2025-07-29 09:00,106,2025-07-29 09:00
2025-07-29 10:00,NO ALARM,751,0,751,0,751,0,0,865,-5,685,-12,923,-16,923,-16,0,2,0,0,2,751,99,0,0,0,0.185,-117,-16,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780556176\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,6.00,46,2025-07-29 10:00,106,2025-07-29 10:00
2025-07-29 11:00,NO ALARM,870,0,870,0,870,1,2,940,-20,633,-6,923,-16,940,-20,0,2,0,0,2,870,99,0,0,2,0.020,-120,-16,{\"keys\":[\"deviceId\",\"latitude\",\"longitude\",\"timestamp\",\"deviceType\",\"versionSub\",\"versionMajor\",\"versionMinor\",\"customerTitle\",\"deviceBaseType\"],\"values\":[\"apollon_cellular_358299840277053\",\"49.123\",\"11.123\",\"1753780560457\",\"apollon\",\"7\",\"1\",\"2\",\"imagic\",\"apollon\"]},11,5.91,45,2025-07-29 11:00,106,2025-07-29 11:00
